# DocID	SntID	English_Source	MT_Output	Segment-level_minimal_PE	Document-level_full_PE
999	6219	However, the portraits of Kim&apos;s father, Kim Il Sung, still remain, according to the same report.	しかし、同じ報道によると、金総書記の父親である金日成（キム・イルソン）氏の肖像はまだ残っている。	しかし、同じ報道によると、金総書記の父親である金日成（キム・イルソン）氏の肖像はまだ残っているということだ。	しかし、同じ報道によると、金総書記の父親である金日成（キム・イルソン）氏の肖像はまだ残っているということだ。
999	6220	This report has been confirmed by some expatriates living in the country.	この報告は、その国に住んでいる一部の外国人によって確認された。	この報告は、その国に住んでいる一部の外国人によって確認された。	この報告は、その国に住んでいる一部の外国人によって確認された。
999	6221	This recent development in North Korea has given rise to speculation among analysts, some of whom suspected that these may be a sign that Kim is losing power, or that a power struggle is going on among the top leaders of the totalitarian state.	北朝鮮のこの最近の進展はアナリストの間で憶測を引き起こし、一部のアナリストは、これらが金総書記が権力を失っているか、あるいは全体主義国家の指導者の間で権力争いが起こっているのではないかと疑った。	北朝鮮のこの最近の進展はアナリストの間で憶測を引き起こし、一部のアナリストは、これらが金総書記が権力を失っているか、あるいは全体主義国家の指導者の間で権力争いが起こっている兆候ではないかと疑った。	北朝鮮のこの最近の進展はアナリストの間で憶測を引き起こし、一部のアナリストは、金総書記が権力を失っているか、あるいは全体主義国家の指導者の間で権力争いが起こっている兆候ではないかと疑った。
999	6222	But most observers believe that the portraits were taken down by the order of Kim Jong Il himself, who might be trying to downsize his own personality cult.	しかし、ほとんどの監視員は、肖像は彼自身の人格カルトを縮小しようとする可能性のある、金正日自身の命令によって取り下げられたと考えている。	しかし、ほとんどの観測筋は、自身の個人崇拝を縮小しようとしている可能性のある金正日自身の命令によって肖像が取り去られたと考えている。	しかし、ほとんどの観測筋は、自身の個人崇拝を縮小しようとしている可能性のある金正日自身の命令によって肖像が取り去られたと考えている。
999	6223	&quot;We believe the change was made at his will to soften his image as a leader of a personality cult, although it is hard to determine what his real intentions are,&quot; said Shinya Kato, the editor of Radiopress.	「私たちは、彼の本当の意図が何であるか確定するのは難しいが、人格カルトの指導者としての彼のイメージを軟らかくするために、彼の意思で変更がなされたと信じている」と、ラジオプレスの編集者である加藤慎也は言った。	「何が彼の真意なのかを判断することは難しいが、私たちは、個人崇拝されるリーダーとしての自身のイメージを和らげるために、彼の意志で変更されたと考えている」と、ラヂオプレスの編集者である加藤慎也は話した。	「何が彼の真意なのかを判断することは難しいが、私たちは、個人崇拝されるリーダーとしての自身のイメージを和らげるために、金総書記の意志で変更されたと考えている」と、ラヂオプレスの編集者である加藤慎也は話した。
999	6224	South Korean officials are not yet speculating on the matter, saying the portrait removals &quot;may be for various reasons.&quot;	韓国当局は、肖像の撤去は「様々な理由による可能性がある」と言って、その問題についてまだ推測していない。	韓国当局は、肖像の撤去は「様々な理由による可能性がある」として、その問題についてまだ思案していない。	韓国当局は、肖像の撤去は「様々な理由による可能性がある」として、その問題についてまだ思案していない。
999	6225	North Korea is one of the few Stalinist states that still exist today, and the political control in the country remains tight.	北朝鮮は、現在も存在する少数のスターリン主義国家の１つであり、その国の政治的支配は依然として厳しいままである。	北朝鮮は、現在も存在する数少ないスターリン主義国家の１つであり、この国の政治的支配は依然として厳しいままである。	北朝鮮は、現在も存在する数少ないスターリン主義国家の１つであり、この国の政治的支配は依然として厳しいままである。
999	6226	In recent years North Korea underwent several minor reforms that did not appear to significantly improve quality of life.	近年、北朝鮮は生活の質を著しく改善しないように見えるいくつかの小さな改革を行った。	近年、北朝鮮はいくつかの小さな改革を行ったが、生活の質が著しく改善しているようには見えない。	近年、北朝鮮はいくつかの小さな改革を行ったが、生活の質が著しく改善しているようには見えない。
999	6227	It has also remained largely mysterious and secretive to the outside world, as few foreign correspondents are allowed to visit and stay in the country.	それはまた、ほとんどの外国の通信員がその国を訪問して滞在することが許可されているので、大部分が神秘的で、外部の世界に対して秘密主義的であった。	その国への訪問や滞在が許されている外国の駐在員は少数であるため、その国は依然として大部分が神秘的で、外部の世界に対して秘密主義的であった。	その国への訪問や滞在が許されている外国の駐在員は少数であるため、その国は依然として大部分が神秘的で、外部の世界に対して秘密主義的である。
1005448	17244	Major British charity Comic Relief has invested money in arms, alcohol and tobacco firms, according to a BBC Panorama investigation to be broadcast this evening.	今夜放送されるＢＢＣパノラマの調査によると、イギリスの大手慈善団体であるコミック・リリーフは武器、アルコール、タバコ会社にお金を投資した。	今夜放送されるＢＢＣパノラマの調査によると、イギリスの主要な慈善団体であるコミック・リリーフが、武器、アルコール、タバコ会社に投資を行ったということだ。	今夜放送されるＢＢＣパノラマの調査によると、イギリスの主要な慈善団体であるコミック・リリーフが、武器、アルコール、タバコ会社に投資を行ったということだ。
1005448	17245	The probe discovered evidence of hundreds of thousands of pounds going towards shares in weapons firms like BAE Systems and alcohol company Diageo.	その調査は、ＢＡＥシステムズやアルコール会社のディエイオのような兵器会社の株に向かっている数十万ポンドの証拠を発見した。	その調査は、ＢＡＥシステムズなどの兵器会社や酒造会社のディアジオの株に向かう数十万ポンドの証拠を発見した。	その調査によって、ＢＡＥシステムズなどの兵器会社や酒造会社のディアジオの株に数十万ポンドが使用されている証拠が発見された。
1005448	17246	It is also alleged to have pledged upwards of £3 million into tobacco firms.	それはまた、タバコ会社に３００万ポンド以上を約束したと主張されている。	また、タバコ会社に３００万ポンド以上の提供を約束したともいわれている。	また、タバコ会社に３００万ポンド以上の提供を約束したともいわれている。
1005448	17247	Ethical fund manager Helen Wildsmith told Panorama: &quot;If people who&apos;ve been giving them money, after watching the television, next year think twice and don&apos;t give that money, because they&apos;re concerned about their investment policy, then that could be argued to be a breach of fiduciary duty.	倫理ファンドのマネージャーであるヘレン・ウィルドスミスはパノラマに、「もし、彼らにお金を与えた人々が、テレビを見た後で、来年、彼らが投資政策を懸念しているので、２度考え、そのお金を与えないならば、それは受託者の義務違反だと主張される可能性がある」と語った。	道徳的なファンドマネージャーであるヘレン・ウィルドスミスはパノラマに対し、「もし彼らにお金を出していた人々が、テレビを見た後で投資政策を懸念して、翌年考え直してそのお金を出さなくなったら、それは受託者の義務違反と主張される可能性がある」と語った。	道徳的なファンドマネージャーであるヘレン・ウィルドスミスはパノラマに対し、「もし彼らにお金を出していた人々が、テレビを見た後で投資政策を懸念して、翌年考え直してそのお金を出さなくなったら、それは受託者の義務違反と主張される可能性がある」と語った。
1005448	17248	They&apos;re risking their reputation, and a charity&apos;s reputation is very precious.&quot;	「彼らは彼らの評判を危険にさらしており、慈善事業の評判は非常に貴重である。」	「彼らは自身の評価を危険にさらしており、慈善事業の評価は非常に重要である。」	「彼らは自身の評価を危険にさらしており、慈善事業の評価は非常に重要である。」
1005448	17249	Comic Relief was founded in 1985, and since then has taken in nearly £1 billion in donations.	コミック・リリーフは１９８５年に設立され、それ以来約１０億ポンドの寄付を受けている。	コミック・リリーフは１９８５年に設立され、それ以来約１０億ポンドの寄付を受けている。	コミック・リリーフは１９８５年に設立され、それ以来約１０億ポンドの寄付を受けている。
1005448	17250	It funds charitable organisations in the United Kingdom as well as overseas.	それは海外だけでなくイギリスの慈善団体にも資金を提供している。	それは海外だけでなくイギリスの慈善団体にも資金を提供している。	同団体は海外だけでなくイギリスの慈善団体にも資金を提供している。
1005448	17251	It uses a range of managed funds, which invests the money in the charity&apos;s name - including on the stock market - in order to maximise return.	それは、収益を最大化するために、株式市場を含む慈善団体の名前でお金を投資する一連の管理されたファンドを使用する。	それは、収益を最大化するために、慈善団体の名前で投資を行う様々な合同運用ファンド（上場企業を含む）を使用している。	同団体は、収益を最大化するために、この慈善団体の名前で投資を行う合同運用ファンド（上場企業を含む）を多数使用している。
1005448	17252	A spokesperson for the charity told the British newspaper The Daily Telegraph: &quot;We put the money into large managed funds, as many other leading charities and pension funds do.	チャリティーの広報担当者はイギリスのデイリー・テレグラフ紙に、「私たちは他の多くの主要なチャリティーと年金基金がするように、お金を大きな管理ファンドに入れた」と語った。	その慈善団体の広報担当者はイギリスのデイリー・テレグラフ紙に対し、「私たちは、ほかの多くの主要な慈善団体や年金機構と同様に、資金を大規模な合同運用ファンドに投入した」と語った。	コミック・リリーフの広報担当者はイギリスのデイリー・テレグラフ紙に対し、「私たちは、ほかの多くの主要な慈善団体や年金機構と同様に、資金を大規模な合同運用ファンドに投入した」と語った。
1005448	17253	On balance, we believe this is the approach that will deliver the greatest benefits to the most vulnerable people.&quot;	「バランスを取って、私たちはこれが最も弱い立場の人々に最大の利益をもたらすアプローチだと信じている。」	結局、これが最も弱い立場の人々に最大の利益をもたらす方法だと私たちは信じている。」	「結局、これが最も弱い立場の人々に最大の利益をもたらす方法だと私たちは信じている。」
1005448	17254	The controversial investments were made between 2007 and 2009, Panorama explains.	論争の的となっている投資は２００７年から２００９年の間に行われたと、パノラマは説明する。	論争の的となっている投資は２００７年から２００９年の間に行われたと、パノラマは説明している。	論争の的となっている投資は２００７年から２００９年の間に行われたと、パノラマは説明している。
1005448	17255	Peter Bennett-Jones, former chair of the company, defended the investments in a post on The Guardians website.	会社の元会長であるピーター・ベネット・ジョーンズは、ガーディアンのウェブサイトの投稿で投資を擁護した。	会社の元会長であるピーター・ベネット・ジョーンズは、ガーディアンのウェブサイトの投稿で投資を擁護した。	会社の元会長であるピーター・ベネット・ジョーンズは、ガーディアンのウェブサイトの投稿で投資を擁護した。
1005448	17256	He said: &quot;The Charity Commission guidance is quite clear that trustees must invest for the best possible financial return, while taking a level of risk appropriate for money in their care.	彼は次のように述べた：「慈善委員会のガイダンスは、受託者が彼らの世話の中でお金に適切なレベルのリスクをとりながら、可能な限り最高の財政収益のために投資しなければならないことを非常に明確にしている。」	彼は次のように述べた。「慈善委員会の指針は、受託者は、委ねられた資金に適したリスクレベルで、可能性のある最大の収益を得るために投資しなければならないことを非常に明確にしている。」	彼は次のように述べた。「慈善委員会の指針は、受託者は、委ねられた資金に適したリスクレベルで、可能性のある最大の収益を得るために投資しなければならないことを非常に明確にしている。」
1005448	17257	They should only adopt an ethical investment approach with specific justification and not on the grounds of individual moral views.	彼らは、個々の道徳観を根拠にしてではなく、特定の正当化を伴う倫理的な投資アプローチを採用すべきである。	彼らは、特定の正当な理由に基づいてのみ倫理的な投資アプローチを採用すべきで、個人の道徳的見解を根拠とすべきではない。	彼らは、特定の正当な理由に基づいてのみ倫理的な投資アプローチを採用すべきで、個人の道徳的見解を根拠とすべきではない。
119156	7615	A trio of Canadian trekkers said Friday they completed the fastest unaided on-foot trek using the traditional route from Hercules Inlet on the Ronne Ice Shelf to the South Pole in a record time of 33 days, 23 hours and 30 minutes.	カナダのトレッキング選手の３人が金曜日に、彼らは３３日、２３時間、３０分という記録的な時間で、ロンネ氷棚のヘラクレス・インレットから南極への伝統的なルートを使って、最速の無援助の徒歩トレッキングを完了したと言った。	カナダのトレッキング選手の３人は金曜日、３３日２３時間３０分という記録的な時間で、ロンネ氷棚のヘラクレス入江から南極への伝統的なルートを使って、無援助で徒歩による最速のトレッキングを成功させたと述べた。	カナダのトレッキング選手の３人は金曜日、３３日２３時間３０分という記録的な時間で、ロンネ氷棚のヘラクレス入江から南極への伝統的なルートを使って、無援助で徒歩による最速のトレッキングを成功させたと述べた。
119156	7616	Ottawa ultra-runner Ray Zahab, age 39, adventure journalist and architect Kevin Vallely, age 44, of Lynn Valley, North Vancouver and North Pole expeditionist Richard Weber, age 49, said they completed the 700-mile (1,130-kilometer) journey, at 10,000 feet altitude, finally arriving early Wednesday morning.	３９歳のオタワの超ランナー、レイ・ザハブ、４４歳の冒険ジャーナリストで建築家のケビン・ヴァリー、ノース・バンクーバーのリン・バレーと４９歳の北極遠征主義者リチャード・ウェバーは、高度１万フィートで７００マイル（１，１３０キロメートル）の旅を完了し、最終的に水曜日の早朝に到着したと言った。	３９歳のオタワの超ランナー、レイ・ザハブ、４４歳の冒険ジャーナリストで建築家のケビン・ヴァレリー、ノース・バンクーバーのリン・バレー出身で４９歳の北極遠征家リチャード・ウェーバーは、高度１万フィートで７００マイル（１，１３０キロメートル）の旅を完遂し、最終的に水曜日の早朝に到着すると話した。	３９歳のオタワのウルトラランナー、レイ・ザハブ、４４歳の冒険ジャーナリストで建築家のケビン・ヴァレリー、ノース・バンクーバーのリン・バレー出身で４９歳の北極遠征家リチャード・ウェバーは、高度１万フィートで７００マイル（１，１３０キロメートル）の旅を完遂し、最終的に水曜日の早朝に到着すると話した。
119156	7617	They endured a white-out but survived on a 7,000-calorie-a-day diet of pemmican, Gatorade drink powder, outdated salami, deep-fried bacon, cheese and butter.	彼らはホワイトアウトに耐えたが、ペミカン、ゲータレードドリンクパウダー、時代遅れのサラミ、揚げベーコン、チーズ、バターの１日７０００カロリーのダイエットで生き延びた。	彼らはホワイトアウトに耐えたが、ペミカン、ゲータレードドリンクパウダー、賞味期限切れのサラミ、揚げベーコン、チーズ、バターの１日７０００カロリーの食事で生き延びた。	彼らはホワイトアウトに耐えたが、ペミカン、ゲータレードドリンクパウダー、賞味期限切れのサラミ、揚げベーコン、チーズ、バターの１日７０００カロリーの食事で生き延びた。
119156	7618	&quot;If you took a cloud, wrapped it around your head and then duct-taped it, that&apos;s what a white-out is like,&quot; Mr Zahab, explained.	「もしあなたが雲を取り、それを頭に巻き付け、それをアットテープにしたら、それがホワイトアウトのようなものだ」とザハブ氏は説明した。	「雲をつかみ取って頭に巻き付け、粘着テープでとめる。ホワイトアウトとはそのようなものだ」とザハブ氏は説明した。	「雲をつかみ取って頭に巻き付け、粘着テープでとめる。ホワイトアウトとはそのようなものだ」とザハブ氏は説明した。
119156	7619	The trio also suffered altitude sickness, vertigo, massive, painful blisters, and temperatures as low as minus 40.	３人はまた、高山病、めまい、巨大で痛みのある水ぶくれ、そしてマイナス４０という低い温度に苦しんだ。	３人は高山病、めまい、痛みを伴う大きな水ぶくれ、そしてマイナス４０度という低温にも苦しんだ。	３人は高山病、めまい、痛みを伴う大きな水ぶくれ、そしてマイナス４０度という低温にも苦しんだ。
119156	7620	Zahab had to pull 170-lb (77-kg) sleds of equipment, traveling on foot and on snowshoes while the other two men skied.	ザハブは１７０ポンド（７７ｋｇ）の器材を持ち、他の２人の男性がスキーをしている間、徒歩とスノーシューで移動しなければならなかった。	ザハブは１７０ポンド（７７キログラム）の器材のソリを引いて徒歩とスノーシューで移動しなければならなかったが、他の２人の男性はスキーで移動していた。	ザハブは１７０ポンド（７７キログラム）の器材のソリを引いて徒歩とスノーシューで移動しなければならなかったが、他の２人の男性はスキーで移動していた。
119156	7621	According to ExplorersWeb.com&apos;s founder, Tom Sjogren, the trio erased the previous record of 39 days, 7 hours and 49 minutes, which was set by American Todd Carmichael, the first American to cross Antarctica to the South Pole alone, on foot and with no assistance.	ＥｘｐｌｏｒｅｒｓＷｅｂ．ｃｏｍの創始者であるＴｏｍＳｊｏｇｒｅｎによると、３人組は３９日間、７時間４９分の前の記録を消去したが、それは南極大陸を南極に単独で横断した最初のアメリカ人であるアメリカ人トッド・カルミシャエルによって設定されたもので、助けはない。	ＥｘｐｌｏｒｅｒｓＷｅｂ．ｃｏｍの創始者であるトム・シェーグレンによると、３９日７時間４９分という以前の記録は３人に破られたが、それは南極大陸を単独で横断して南極点に到達した最初のアメリカ人であるアメリカ人トッド・カーマイケルが打ち立てたものだった。	ＥｘｐｌｏｒｅｒｓＷｅｂ．ｃｏｍの創始者であるトム・シェーグレンによると、３９日７時間４９分という以前の記録は３人に破られたが、それは南極大陸を単独で横断して南極点に到達した最初のアメリカ人であるアメリカ人トッド・カーマイケルが打ち立てたものだった。
119156	7622	Guinness World Records spokesman, Damian Field, in London, however, said that &quot;Guinness monitors a category for fastest unsupported trek to the South Pole, but it has no record currently listed.&quot;	しかし、ロンドンにあるギネス・ワールド・レコードの広報担当者であるダミアン・フィールドは、「ギネスは南極への最速でサポートされていないトレックのカテゴリーを監視しているが、現在リストに載っている記録はない」と言った。	しかし、ロンドンにあるギネスワールドレコーズの広報担当者であるダミアン・フィールドは、「ギネスでは、南極点への援助なし最速トレッキングのカテゴリーをモニターしているが、現在リストに掲載されている記録はない」と語った。	しかし、ロンドンにあるギネスワールドレコーズの広報担当者であるダミアン・フィールドは、「ギネスでは、南極点への援助なし最速トレッキングのカテゴリーをモニターしているが、現在リストに掲載されている記録はない」と語った。
119156	7623	Prior to Carmichael, the record was held by Briton Hannah McKeand.	カルミシャエルの前に、その記録はブリトン・ハンナ・マッケイランドによって保持されていた。	カーマイケル以前には、その記録はブリトン・ハンナ・マッキーンドが保持していた。	カーマイケル以前には、その記録はブリトン・ハンナ・マッキーンドが保持していた。
119156	7624	In the fastest journey to the South Pole (600 nautical mile journey), she completed solo and in just 39 days, 9 hours and 33 minutes.	南極への最速の旅（６００海里の旅）で、彼女はたった３９日、９時間３３分でソロを完了した。	南極点への最速の旅（６００海里の旅）で、彼女は単独で、たった３９日９時間３３分で到達した。	南極点への最速の旅（６００海里の旅）で、彼女は単独で、たった３９日９時間３３分で到達した。
119156	7625	In March 2008 she attempted to reach the North Pole alone and unsupported but had to abandon the trip after falling through the ice and badly damaging her shoulder.	２００８年３月に、彼女は単独で北極点に到達しようとし、支持されなかったが、氷から落ちて彼女の肩をひどく傷つけた後で旅行を断念しなければならなかった。	２００８年３月に、彼女はサポートなしで単独で北極点への到達を試みたが、氷から落ちて肩をひどく損傷し、旅を断念しなければならなかった。	２００８年３月に、彼女はサポートなしで単独で北極点への到達を試みたが、氷から落ちて肩をひどく損傷し、旅を断念しなければならなかった。
119156	7626	Ray Zahab is a Canadian ultramarathon runner, personal trainer, and motivational speaker.	レイ・ザハブはカナダの超マラソンランナーであり、パーソナルトレーナーであり、モチベーションのある話者である。	レイ・ザハブはカナダのウルトラマラソン・ランナーであり、パーソナルトレーナーであり、やる気にさせるのがうまい話し手である。	レイ・ザハブはカナダのウルトラマラソン・ランナーであり、パーソナルトレーナーであり、やる気にさせるのがうまい話し手である。
119156	7627	He lives in Chelsea, Quebec, and is famous for his 4,300-mile (6,920-kilometer) epic run across the Sahara Desert in 2007, which was the subject of a documentary narrated by actor Matt Damon&apos;s &quot;Running the Sahara.&quot;	彼はケベックのＣｅｌｓｅａに住んでおり、２００７年にサハラ砂漠を横断した４，３００マイル（６，９２０キロメートル）の叙事詩で有名で、それは俳優マット・ダモンの「サハラ号を走っている」によってナレーションされたドキュメンタリーの主題だった。	彼はケベック州チェルシーに住んでおり、２００７年にサハラ砂漠横断４，３００マイル（６，９２０キロメートル）を走破したことで有名であるが、それは俳優マット・デーモンがナレーションしたドキュメンタリー「Ｒｕｎｎｉｎｇ ｔｈｅ Ｓａｈａｒａ」の題材となった。	彼はケベック州チェルシーに住んでおり、２００７年にサハラ砂漠横断４，３００マイル（６，９２０キロメートル）を走破したことで有名であるが、それは俳優マット・デーモンがナレーションしたドキュメンタリー「Ｒｕｎｎｉｎｇ ｔｈｅ Ｓａｈａｒａ」の題材となった。
119156	7628	He heads Impossible2Possible, a nonprofit organization which advocates planet protection.	彼は、惑星保護を提唱する非営利団体であるＩｍｐｏｓｓｉｂｌｅ２Ｐｏｓｓｉｖｅのトップである。	彼は、地球保護を提唱する非営利団体「Ｉｍｐｏｓｓｉｂｌｅ２Ｐｏｓｓｉｂｌｅ」のトップである。	彼は、地球保護を提唱する非営利団体「Ｉｍｐｏｓｓｉｂｌｅ２Ｐｏｓｓｉｂｌｅ」のトップである。
119156	7629	&quot;I started looking at impossible places on the planet in the past year, and I said Antarctica is one of those impossible places, and if we can create an expedition, perhaps we can inspire a bunch of young people to realize they can achieve,&quot; Zahab said.	「私はこの１年で地球上の不可能な場所を見始め、南極はそのような不可能な場所の１つであり、私たちが探検隊を作ることができれば、我々はおそらく、彼らが達成できることを認識するために、多くの若者を刺激することができるだろうと、私は言った」とザハブは言った。	「私はこの１年で地球上の到達不可能な場所を調べ始め、南極はそのような不可能な場所の１つであり、私たちが探検隊を作ることができれば、多くの若者に自分たちが達成できることを気づくきっかけを与えられるだろうと私は言った」とザハブは語った。	「私はこの１年で地球上の到達不可能な場所を調べ始め、南極はそのような不可能な場所の１つであり、私たちが探検隊を作ることができれば、多くの若者に自分たちが達成できることを気づくきっかけを与えられるだろうと私は言った」とザハブは語った。
119156	7630	Richard Weber, M.S.M. (born June 9, 1959 in Edmonton, Alberta) is a world-renowned Canadian Arctic and polar adventurer, from Alcove (near Wakefield).	Ｍ．Ｓ．Ｍ．のリチャード・ウェバー（アルバータ州エドモントン生まれ）は、世界的に有名なカナダの北極と北極の冒険家で、アルイブ（ウェイクフィールド近く）出身である。	Ｍ．Ｓ．Ｍ．のリチャード・ウェバー（１９５９年６月９日、アルバータ州エドモントン生まれ）は、世界的に有名なカナダの北極および極地冒険家で、アルコーブ（ウェイクフィールド近く）出身である。	Ｍ．Ｓ．Ｍ．のリチャード・ウェバー（１９５９年６月９日、アルバータ州エドモントン生まれ）は、世界的に有名なカナダの北極および極地冒険家で、アルコーブ（ウェイクフィールドの近く）出身である。
119156	7631	From 1978 to 2006, he participated in, lead and organized more than 45 Arctic expeditions.	１９７８年から２００６年にかけて、彼は４５以上の北極遠征に参加し、リードし、組織化した。	１９７８年から２００６年にかけて、彼は４５回以上北極遠征に参加し、編成および指揮を行った。	１９７８年から２００６年にかけて、彼は４５回以上北極遠征に参加し、編成および指揮を行った。
119156	7632	Richard is the only person to have completed six full North Pole expeditions.	リチャードは、６つの完全な北極遠征を完了した唯一の人物である。	リチャードは、完全な北極遠征を６回成し遂げた唯一の人物である。	リチャードは、完全な北極遠征を６回成し遂げた唯一の人物である。
119156	7633	He has therefore trekked to the North Pole more than anyone in history.	そのため、彼は史上誰よりも北極に足を踏み入れた。	そのため、彼は史上誰よりも多く北極に足を踏み入れた。	そのため、彼は史上誰よりも多く北極に足を踏み入れている。
119156	7634	The trio were waiting out a storm before boarding a flight to Chile for Ottawa.	３人は、オタワ行きのチリ行きの飛行機に乗る前に嵐を待っていた。	３人は、オタワ経由チリ行きの飛行機に乗る前、嵐が去るのを待っていた。	３人は、オタワ経由チリ行きの飛行機に乗る前、嵐が去るのを待っていた。
119156	7635	&quot;I&apos;m pretty tired, actually,&quot; said Kevin Vallely, calling from Patriot Hills, Antarctica.	「私は実際にはかなり疲れている」と、南極のパトリオットヒルズから電話したケビン・ヴァリーは言った。	「私は実のところかなり疲れている」と、南極のパトリオットヒルズから電話したケビン・ヴァレリーは述べた。	「私は実のところかなり疲れている」と、南極のパトリオットヒルズから電話したケビン・ヴァレリーは述べた。
119156	7636	During the saga, Vallely was solely burdened with carrying the high-tech gear in his sled consisting of video cameras, satellite phones, hand-held computers, different kinds of solar panels, batteries and wires chargers.	サガの間、ヴァリリーは、ビデオカメラ、衛星電話、ハンドヘルドコンピュータ、様々な種類のソーラーパネル、バッテリー、そしてワイヤー充電器から成る、彼のそりの中でハイテク機器を運ぶことだけで重荷になっていた。	この探検の間、ヴァレリーは、ビデオカメラ、衛星電話、携帯式コンピューター、様々な種類のソーラーパネル、バッテリー、そしてワイヤー充電器から成る、そりに載せたハイテク機器を運ぶことだけで重荷になっていた。	この探検の間、ヴァレリーは、ビデオカメラ、衛星電話、携帯式コンピューター、様々な種類のソーラーパネル、バッテリー、そしてワイヤー充電器から成る、そりに載せたハイテク機器を運ぶことだけで重荷になっていた。
119156	7637	&quot;Had we not brought all that stuff we probably would have got it done faster because we wouldn&apos;t have had to carry all that weight, but then it doesn&apos;t matter as much,&quot; he explained.	「もし私たちがそれらすべてのものを持ってこなければ、私たちはそれらすべての重さを運ぶ必要がなかったので、おそらくより速くそれを成し遂げることができただろうが、それはそれほど重要ではない」と彼は説明した。	「もし私たちがすべてのものを持ってこなければ、重たいものすべてを運ぶ必要がなかったので、もっと速く完了できただろうが、それはそれほど重要ではない」と彼は説明した。	「もし私たちがすべてのものを持ってこなければ、重たいものすべてを運ぶ必要がなかったので、もっと速く完了できただろうが、それはそれほど重要ではない」と彼は説明した。
119156	7638	Vallely said he also intends to produce a documentary of the expedition.	バリリーはまた、遠征のドキュメンタリーも制作するつもりだと言った。	ヴァレリーは、その探検のドキュメンタリーも制作するつもりだと言った。	ヴァレリーは、その探検のドキュメンタリーも制作するつもりだと言った。
19746	15724	Berlin&apos;s Neukoellner Opera House is causing a stir with its new production, The Yellow Princess.	ベルリンのニューケルナー・オペラ・ハウスは、新しい作品であるイエロー・プリンセスで騒動を起こしている。	ベルリンのノイケルン・オペラ・ハウスは、新作のザ・イエロー・プリンセスで話題を呼んでいる。	ベルリンのノイケルン・オペラ・ハウスは、新作のザ・イエロー・プリンセスで話題を呼んでいる。
19746	15725	The story presented in the French opera, by Camille Saint-Saens, is of an artist &quot;whose life is dictated by a love for drugs and Japan.&quot;	カミール・サン＝サイエンズによるフランスのオペラで提示された物語は、「その人生はドラッグと日本への愛によって支配されている」アーティストのものである。	カミーユ・サン＝サーンスによるフランスオペラで表現された物語は、「人生がドラッグと日本への愛によって決定づけられた」アーティストの物語である。	カミーユ・サン＝サーンスによるフランスオペラで表現された物語は、「人生がドラッグと日本への愛によって決定づけられた」アーティストの物語である。
19746	15726	As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.	その結果、出演者はステージで大麻の関節を吸い、劇場自体が聴衆を参加させている。	その結果、出演者はステージ上で紙巻大麻を吸い、劇場自体が観客の参加を促している。	結果として、出演者はステージ上で大麻を紙で巻いたものを吸い、演劇そのものが観客の参加を促すこととなっている。
19746	15727	Artistic director Bernhard Glocksin says that the theatre is claiming the metaphorical &quot;artistic licence&quot;, to excuse the actions of the actors and audience, which are against German law.	芸術的ディレクターのベルンハルト・グロックシンは、その劇場は、ドイツの法律に反している俳優と聴衆の行為を弁解するために、比喩的な「芸術的ライセンス」を主張していると語る。	芸術ディレクターのベルンハルト・グロックシンは、その劇場は、ドイツの法律に反した俳優と観客による行為を弁解するために、隠喩的な「創作上の特権」を主張していると話している。	芸術ディレクターのベルンハルト・グロックシンは、その劇場は、ドイツの法律に反した俳優と観客による行為を弁解するために、隠喩的な「創作上の特権」を主張していると話している。
19746	15728	Glocksin was quoted by Ananova as saying opera would be &quot;improved with a few joints and some appetising lines&quot;, noting the production was partly an experiment, to see what they could &quot;get away with.&quot;	ＧｌｏｃｋｓｉｎはＡｎａｎｏｖａに、オペラは「いくつかの関節といくつかの食欲をそそる線で改善される」と言い、制作は「逃げられる」ものを見るための実験の一部だったと語ったと伝えられた。	アナノヴァは、グロックシンの発言として「オペラはいくつかの関節といくつかの食欲をそそる線で改善される」と述べたことを引き合いに出し、制作は「逃げられる」ものを見るための実験の一部だったと語った。	アナノヴァは、グロックシンの発言として「オペラはいくつかの関節といくつかの食欲をそそる線で改善される」と述べたことを引き合いに出し、制作は「逃げられる」ものを見るための実験の一部だったと語った。
19746	15729	&quot;Artistic licence&quot; is at par to an &quot;artistic liberty&quot;, where something is exaggerated or changed for the sake of the art itself.	「芸術的ライセンス」は、芸術そのもののために何かが誇張されたり変更されたりする「芸術的自由」と同等である。	「創作上の特権」は、芸術そのもののために何かが誇張されたり変更されたりする「創作上の自由」と同等である。	「創作上の特権」は、芸術そのもののために何かが誇張されたり変更されたりする「創作上の自由」と同等である。
19746	15730	For example a visual artist painting a landscape might move a tree to another area of their work, for better balance, or a poet ignoring pentameter when writing a traditional sonnet.	例えば、風景を描く視覚的な芸術家は、より良いバランスのために、木を仕事の他の領域に移動させたり、伝統的なソネットを書く時にペンタメーターを無視したりするかもしれない。	例えば、風景を描く視覚芸術家が作品のなかで木を別の場所に移動させてバランスをとったり、詩人が伝統的なソネットを書く時にペンタメーターを無視したりする場合がある。	例えば、風景を描く視覚芸術家が作品のなかで木を別の場所に移動させてバランスをとったり、詩人が伝統的なソネットを書く時にペンタメーターを無視したりする場合がある。
